Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Internet_Access,Family_Income,Extra_Activities,School_Type,Final_Exam_Score,Pass_Fail_Status
STU1831,Male,18,80.10332814094247,3.214148212537987,60.17027404229432,Bachelor's,No,High,Yes,Public,82,Pass
STU1612,Female,17,84.53948412251304,3.2420154217392043,54.55441739104473,High School,Yes,Medium,Yes,Private,84,Pass
STU1901,Male,16,88.42904774011984,1.7666463153444467,73.9159267865751,High School,Yes,Low,Yes,Public,91,Pass
STU1222,Female,15,92.55671906135294,5.7772504801346045,97.05295183050174,Associate's,Yes,Medium,No,Public,100,Pass
STU1312,Male,18,92.1460793538219,5.0563818217981,92.23915363226624,Associate's,Yes,High,Yes,Public,100,Pass
STU1516,Male,15,93.54111749259798,2.22301524083572,70.5156817258586,High School,Yes,Medium,No,Private,87,Pass
STU1086,Male,16,88.49465396264999,1.3241406085765757,49.09132379578638,Master's,Yes,Medium,Yes,Public,87,Pass
STU1819,Male,17,96.79451331954688,5.227712216858292,56.11661521813153,Master's,Yes,Low,Yes,Public,100,Pass
STU1672,Female,18,86.24989222284597,1.0,72.15816313064028,High School,Yes,Medium,No,Private,83,Pass
STU1178,Male,15,83.80887431661247,3.153369118608974,65.98236691969831,Master's,No,Medium,No,Public,91,Pass
STU1109,Male,17,93.72677251033798,4.991959433152979,88.10427301191896,High School,No,High,No,Public,97,Pass
STU1243,Female,17,93.58654160839708,2.42300118196456,58.95629695619273,Master's,Yes,Medium,Yes,Public,89,Pass
STU1685,Female,15,94.72216413809112,1.232450561494217,85.78964458162241,Bachelor's,Yes,Low,Yes,Public,92,Pass
STU1116,Female,16,95.43838622343554,3.551868555971949,60.790149515405496,High School,Yes,Low,No,Private,89,Pass
STU1036,Female,17,93.99236812955294,10.0,68.64776069504009,Master's,Yes,Medium,Yes,Public,100,Pass
STU1442,Female,15,97.88074017149737,5.665009357911163,62.75055116351668,Associate's,Yes,High,Yes,Public,93,Pass
STU1547,Male,17,94.092248796522,10.0,73.84318962305,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1002,Female,16,97.06597236713066,1.821179125850454,66.24351912530612,Master's,Yes,Medium,No,Public,87,Pass
STU1635,Male,18,92.13661070185084,3.2092931982509216,83.50238353558338,High School,Yes,Medium,No,Public,88,Pass
STU1491,Male,15,96.5515187568641,8.410566254570933,49.19412352778712,High School,Yes,Medium,Yes,Public,99,Pass
STU1850,Female,17,96.24839890814758,6.019994081184414,79.75739242250714,Associate's,Yes,Low,Yes,Public,99,Pass
STU1572,Female,15,92.36790498420788,3.888549237666301,74.50058775023545,High School,Yes,Medium,No,Private,79,Pass
STU1102,Female,18,81.79356606042307,1.934109025355739,53.36060096967624,Associate's,Yes,Medium,Yes,Public,74,Pass
STU1663,Female,18,89.2467898480642,10.0,60.371387381549,High School,Yes,Low,Yes,Public,100,Pass
STU1752,Female,15,88.18245331376943,2.409478305630984,69.24749175162295,High School,Yes,Medium,No,Private,85,Pass
STU1370,Male,15,94.60075501912844,1.8435319587675072,79.4291577366186,High School,Yes,Medium,Yes,Public,87,Pass
STU1880,Male,16,91.37051880734224,3.888549237666301,66.11371616962113,Associate's,Yes,Low,No,Public,94,Pass
STU1012,Female,18,87.5223006614543,1.0,75.5963466666131,High School,Yes,Medium,No,Public,83,Pass
STU1457,Male,17,85.68571581024887,2.3479427823207746,81.38847324350596,High School,Yes,Low,Yes,Public,84,Pass
STU1224,Male,18,96.7278335227235,1.3946473176685772,69.19202915344124,High School,Yes,Low,No,Public,83,Pass
STU1538,Male,17,91.6451803493394,4.085867930570417,83.0863801915701,High School,Yes,High,Yes,Public,100,Pass
STU1164,Female,17,92.55671906135294,1.5210269274192627,88.03658164143826,High School,Yes,High,No,Public,91,Pass
STU1923,Female,17,97.55316266934516,1.3583007324278806,81.21108092339952,High School,Yes,Medium,Yes,Private,90,Pass
STU1766,Female,16,87.00762095218974,2.863313185893159,79.70051094229592,Associate's,Yes,Medium,No,Public,94,Pass
STU1423,Male,15,90.62053772606318,5.883406521291514,61.42422405212707,Associate's,Yes,Low,No,Public,94,Pass
STU1787,Female,17,97.6734446411315,7.552358412458141,74.4945645213323,High School,No,Medium,No,Public,94,Pass
STU1360,Female,16,89.04153961379458,7.631882700479134,73.05258011181317,Associate's,Yes,Low,Yes,Public,100,Pass
STU1489,Female,16,98.15848648709834,4.004844215172849,86.1787576425851,Bachelor's,Yes,Low,Yes,Public,97,Pass
STU1999,Female,15,98.09941731831964,4.595872737615967,87.96191226425674,High School,No,Medium,Yes,Public,96,Pass
STU1193,Female,16,98.5072769839062,9.336251869149336,85.93930576388566,High School,Yes,High,Yes,Public,100,Pass
STU1734,Female,16,99.09288426113676,5.949637908664522,81.0406135198163,High School,Yes,Medium,Yes,Public,100,Pass
STU1209,Male,16,94.71782497669903,3.736547975823743,76.9755047912074,Associate's,Yes,Medium,Yes,Private,89,Pass
STU1904,Female,15,95.87296375399454,7.725511272534687,65.22734281553132,Associate's,Yes,Medium,No,Public,100,Pass
STU1981,Male,15,92.00639373491364,2.3733797273937904,72.53762947665527,Associate's,Yes,Low,Yes,Public,88,Pass
STU1993,Male,17,92.73138467215811,1.377671897170658,74.65881033129887,High School,Yes,Low,Yes,Public,84,Pass
STU1098,Male,15,90.445119868873,2.391783585392384,83.80849743485376,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1882,Female,18,90.46154879520034,1.1026857862539283,92.50756862435873,Associate's,No,Medium,No,Public,83,Pass
STU1378,Male,16,96.00996248680562,1.0,67.05183967891911,Associate's,No,Medium,No,Private,85,Pass
STU1023,Male,18,96.56285876408514,6.722843628800003,54.15168099929109,High School,Yes,Medium,Yes,Private,98,Pass
STU1555,Female,15,85.28582045819999,4.361707870874753,85.71028273053756,Bachelor's,Yes,Low,No,Public,99,Pass
STU1349,Male,18,92.79828835308828,5.228037872404461,58.59760833680466,High School,Yes,Medium,No,Private,92,Pass
STU1519,Female,15,92.8373620607685,4.598421405243751,59.12333724451288,Bachelor's,Yes,Low,No,Public,90,Pass
STU1891,Female,15,92.55671906135294,1.0,87.61218795185651,Master's,Yes,High,Yes,Public,98,Pass
STU1592,Female,18,91.06176403213728,3.2495715934490264,51.18431597362171,Associate's,Yes,Medium,No,Public,82,Pass
STU1089,Female,18,88.1269796468791,1.7240708627635877,55.5777582872974,High School,Yes,Medium,No,Public,79,Pass
STU1051,Female,18,96.57141992977172,2.8204854155562966,97.0249274651058,Bachelor's,Yes,Low,No,Public,98,Pass
STU1593,Male,15,93.52872301291794,6.394714115842171,58.529422913947,High School,No,Low,No,Public,87,Pass
STU1771,Male,16,91.05970177140142,2.312442238352962,73.04351642444604,High School,Yes,Low,Yes,Public,83,Pass
STU1799,Female,15,87.44310516159081,2.6882268496107824,50.93574516815803,Associate's,Yes,Medium,Yes,Public,88,Pass
STU1706,Female,15,81.7721708563827,2.962521827783787,62.74638039319647,High School,Yes,Medium,Yes,Public,86,Pass
STU1658,Male,16,99.39896303611869,3.727984706763645,74.96026524403268,High School,No,Low,No,Public,94,Pass
STU1567,Male,17,92.42003933377526,3.852200974431711,87.79064720455341,Bachelor's,Yes,Medium,Yes,Public,96,Pass
STU1233,Female,15,97.91861189742951,3.2150231976234487,63.19748204283182,Bachelor's,Yes,Medium,Yes,Private,89,Pass
STU1579,Female,17,92.55671906135294,10.0,83.89976602097484,Associate's,No,Medium,Yes,Public,100,Pass
STU1972,Female,17,94.43870905069129,7.579967397604506,67.17616210636638,High School,Yes,Low,No,Public,97,Pass
STU1027,Male,18,98.0274646141562,2.8842352419240047,71.26524749757627,Associate's,Yes,Low,Yes,Private,96,Pass
STU1470,Female,17,85.25761759669484,2.27996087919991,63.24474763558001,High School,Yes,Medium,Yes,Public,85,Pass
STU1870,Female,17,97.79668656240776,7.156819360310958,63.760089489920176,High School,No,Medium,Yes,Public,93,Pass
STU1664,Male,16,92.55671906135294,1.9581165059756425,69.20059220211277,Bachelor's,No,Medium,No,Public,88,Pass
STU1698,Female,15,87.96049305473635,2.5545346424186746,56.030288857656,High School,Yes,Medium,No,Public,82,Pass
STU1488,Male,17,87.44019823634333,3.1896208159395982,60.39742168843178,Master's,Yes,Low,Yes,Public,87,Pass
STU1330,Male,16,79.57161201176228,4.516224047093267,56.094012384051766,High School,No,Medium,No,Public,85,Pass
STU1123,Male,18,94.93409652688352,6.099155241777519,69.41512646434808,High School,Yes,Medium,Yes,Private,100,Pass
STU1097,Female,15,95.38985789693584,7.692808793536983,68.90604748036762,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1191,Male,15,93.78098852485904,1.6182844807094323,67.64876599584366,High School,No,High,No,Public,89,Pass
STU1925,Male,17,97.64829554556978,10.0,80.90933086376347,Bachelor's,Yes,Medium,No,Private,100,Pass
STU1597,Female,16,88.99401813019728,3.480971098425516,64.92731286179469,High School,Yes,High,No,Private,93,Pass
STU1456,Female,18,91.40140425869214,5.04169176764994,85.94409245125453,High School,Yes,Low,Yes,Private,100,Pass
STU1145,Male,16,89.96045252918543,3.888549237666301,47.84399241228383,High School,Yes,Medium,No,Public,82,Pass
STU1844,Female,17,97.79337121167032,4.973698088994226,60.0012564930228,High School,Yes,High,No,Public,92,Pass
STU1873,Female,16,95.334500401216,7.29481029585094,62.485636739132175,High School,Yes,Low,Yes,Public,100,Pass
STU1088,Female,15,92.33847042414936,4.5722301921776864,85.42057538532697,Associate's,Yes,Medium,Yes,Public,95,Pass
STU1413,Female,16,97.80272855695942,7.1992995499269306,67.89424124251848,Associate's,Yes,Medium,No,Public,100,Pass
STU1271,Female,17,90.888550503191,6.25205696895734,88.53128936609167,Associate's,Yes,Low,Yes,Public,98,Pass
STU1659,Female,16,92.0849100105042,3.6583256189451614,87.59011897043564,High School,Yes,High,Yes,Public,96,Pass
STU1062,Male,18,84.45134871838611,1.722208239401819,68.01498303990965,Associate's,Yes,Medium,No,Public,88,Pass
STU1485,Female,16,89.24467454965693,6.364315313460631,67.44246909489652,High School,No,Low,Yes,Public,88,Pass
STU1709,Male,17,91.06925464630592,4.340369625926536,81.10839212240663,High School,Yes,Medium,No,Private,100,Pass
STU1581,Male,15,98.28676419165444,3.099131110159998,86.31724407998722,High School,Yes,Medium,No,Public,87,Pass
STU1080,Male,18,89.23217377859416,2.414053648305342,69.60667540934334,High School,Yes,Medium,Yes,Private,82,Pass
STU1130,Female,16,88.21106581987203,8.305813747506049,56.62871040000783,Bachelor's,No,Medium,Yes,Public,100,Pass
STU1812,Female,17,98.40883880688152,1.0,79.2819584673909,Associate's,Yes,Low,Yes,Public,89,Pass
STU1068,Female,15,86.46635867071492,9.419755860252396,64.66078104956563,Bachelor's,Yes,High,No,Public,100,Pass
STU1565,Male,17,95.96373807866182,6.856980162011364,65.79164413029321,High School,No,High,Yes,Public,100,Pass
STU1126,Male,16,98.77599577925602,2.1613760080012354,93.2320478808075,Master's,Yes,Medium,Yes,Private,99,Pass
STU1650,Female,17,97.25614793438524,1.4415181114975455,66.06833278456374,Bachelor's,No,Medium,No,Public,85,Pass
STU1679,Female,15,95.16112736973014,10.0,67.11869740447332,High School,Yes,Medium,Yes,Private,100,Pass
STU1805,Male,16,91.8603658474761,4.47787482207055,71.56348051608595,Bachelor's,Yes,Medium,No,Public,99,Pass
STU1610,Female,16,96.07814206052429,1.5269014635181075,79.72530457125518,High School,Yes,High,Yes,Private,97,Pass
STU1814,Female,15,90.50672242748848,2.601394037264579,65.40926232605521,High School,Yes,Low,Yes,Public,82,Pass
STU1220,Female,16,95.65159206039392,8.214617321381592,100.0,Associate's,Yes,Low,Yes,Public,100,Pass
STU1989,Male,16,97.16139943349452,1.0,63.20519029809867,Associate's,Yes,Medium,Yes,Private,91,Pass
STU1396,Female,17,97.18835597145436,2.63647162852196,64.59506148947476,Associate's,Yes,Low,No,Public,83,Pass
STU1310,Male,17,98.43704912170227,1.9609291846093144,69.91031139443707,Associate's,No,Low,No,Public,88,Pass
STU1838,Male,16,93.57875238454383,6.5123915299087285,59.8084840416652,High School,No,Medium,No,Public,89,Pass
STU1286,Male,16,91.2423880206906,3.888549237666301,79.59802323979262,Master's,Yes,Low,No,Public,100,Pass
STU1371,Male,18,89.76789184268021,7.706453927193413,73.07741957302957,High School,No,High,No,Public,100,Pass
STU1816,Female,18,94.36975768577496,4.986503729198465,51.32927910297036,High School,No,Low,Yes,Public,80,Pass
STU1829,Female,17,97.44946002319377,2.116478966038549,78.03356753430693,Bachelor's,No,High,Yes,Private,100,Pass
STU1693,Female,16,83.37173712237411,3.8018843093388224,60.90921581616968,High School,Yes,Medium,Yes,Public,85,Pass
STU1405,Male,17,93.66874528975396,3.2008266697828525,57.31719377429987,High School,Yes,Medium,Yes,Public,81,Pass
STU1281,Female,17,92.43047240051035,3.867315710564979,76.81448596179595,High School,Yes,High,No,Public,85,Pass
STU1398,Male,15,98.83294201760458,7.991127931546247,79.15076950224439,Associate's,Yes,Low,No,Public,100,Pass
STU1254,Male,15,92.55671906135294,3.888549237666301,81.70395318596745,High School,Yes,Medium,No,Public,100,Pass
STU1053,Female,18,95.90031359052674,1.8158905793420068,75.90654978386486,Associate's,No,High,Yes,Public,93,Pass
STU1562,Male,15,99.0387896206736,1.55898203835526,47.409530756113895,Bachelor's,Yes,Medium,No,Private,82,Pass
STU1862,Male,17,92.10105960534112,7.684400973308909,62.26222155618594,Associate's,Yes,High,Yes,Private,100,Pass
STU1655,Male,15,87.26799302670395,5.942278705450671,73.09435643245713,Bachelor's,Yes,Low,Yes,Public,96,Pass
STU1697,Male,15,78.66892209091512,4.961090507641677,63.81226713351443,Associate's,Yes,Low,Yes,Public,92,Pass
STU1874,Male,17,93.6654791321382,2.8977034505147223,81.16125817667371,Associate's,Yes,High,No,Public,91,Pass
STU1359,Female,16,92.33185313080232,3.4443667040937203,62.72170837816046,Master's,Yes,Low,No,Private,89,Pass
STU1590,Male,17,89.74538788376839,3.921457833933434,65.84478477865797,High School,Yes,Medium,Yes,Public,87,Pass
STU1083,Male,16,92.95787509222636,7.846917551360471,77.47345990502866,High School,Yes,Medium,Yes,Private,100,Pass
STU1930,Male,15,92.75359959098304,5.184216777073046,67.38809727769473,High School,Yes,High,Yes,Public,99,Pass
STU1218,Female,17,92.45418867019148,1.1441076807083874,48.22507655335463,Associate's,No,Low,No,Public,76,Pass
STU1306,Female,18,97.17443891826149,2.6956853769885565,70.06517694384877,Master's,Yes,Low,Yes,Private,91,Pass
STU1992,Female,15,92.31713798673496,5.979420923143898,62.41752582529487,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1540,Male,16,99.67310627331072,2.7576765444108715,70.39049545145812,Bachelor's,Yes,Medium,No,Public,97,Pass
STU1789,Male,15,89.30882306389552,1.0193112797936636,92.86076632859292,Associate's,No,Medium,No,Public,86,Pass
STU1712,Female,15,95.219674427464,5.437247469507167,64.3062403865656,Bachelor's,Yes,High,Yes,Public,100,Pass
STU1357,Male,18,94.06676299545455,2.610909300277123,72.43799918191392,Bachelor's,Yes,Low,No,Public,94,Pass
STU1095,Female,15,94.30260466601766,1.065458138766827,85.17835341892093,High School,No,Medium,No,Public,90,Pass
STU1384,Female,16,97.46974889308684,2.1408341152380554,87.89379151009285,High School,No,Low,No,Public,88,Pass
STU1255,Male,17,84.94643521929954,7.121521176895547,69.66984315284563,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1236,Female,16,84.2664422831489,4.492624812256638,69.43587877356165,High School,Yes,Medium,Yes,Public,95,Pass
STU1536,Female,15,93.7590705542609,1.3896458624348926,62.37765387794302,Associate's,Yes,Medium,No,Public,85,Pass
STU1466,Male,15,92.7854311875344,2.6450337187847435,98.50220016011008,Bachelor's,No,Low,No,Public,98,Pass
STU1022,Male,16,94.52108606100356,2.264262249814162,58.48663229065512,Bachelor's,Yes,Medium,Yes,Public,82,Pass
STU1919,Female,16,75.83402154248353,1.5795605884130448,69.11639033822102,High School,No,Medium,Yes,Public,78,Pass
STU1150,Male,18,96.83547305534556,6.723892479230678,69.94612335899564,High School,Yes,Medium,Yes,Private,100,Pass
STU1471,Male,16,90.3467195836892,4.509136410160566,83.30891154040961,Associate's,Yes,Medium,No,Private,100,Pass
STU1798,Female,15,91.04526093738404,2.887522229483445,86.49922909905665,Bachelor's,Yes,Medium,Yes,Private,100,Pass
STU1509,Female,17,90.52674028339996,9.118873344037898,76.18284893154087,Bachelor's,Yes,High,Yes,Public,100,Pass
STU1559,Female,17,97.64353183164248,3.6162634995431606,76.46063086428052,High School,Yes,Low,No,Private,92,Pass
STU1644,Male,17,91.7391146444543,5.681273936051566,85.16915797699897,High School,Yes,Low,No,Public,91,Pass
STU1047,Male,15,87.94474848073719,3.967498858647791,89.02701686295221,High School,Yes,Medium,No,Private,96,Pass
STU1462,Female,17,98.18134199561788,5.410101621109436,74.41348150441831,Bachelor's,Yes,High,Yes,Public,100,Pass
STU1851,Male,16,96.5483785925906,3.876087301721441,99.73510805931454,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1452,Female,17,91.29476554211364,5.728594801302185,55.13661735294133,Associate's,Yes,High,Yes,Public,96,Pass
STU1227,Female,16,94.9173806639392,2.65698836941658,77.93549567489143,High School,Yes,Low,No,Public,98,Pass
STU1208,Female,16,90.714446803192,3.5767959748079114,63.60835873076992,High School,Yes,Low,No,Public,83,Pass
STU1676,Female,16,88.24700530805598,7.3391566347086785,74.62517684141724,Master's,No,High,No,Public,100,Pass
STU1245,Male,17,100.0,5.08907055659241,52.07866488103487,Associate's,Yes,Low,No,Public,89,Pass
STU1358,Female,16,88.69704054722244,4.767625760263137,70.18876059787209,High School,Yes,Medium,No,Public,90,Pass
STU1072,Male,15,91.09733598567789,1.3404799309253277,63.63259583436224,Associate's,Yes,Medium,Yes,Public,89,Pass
STU1367,Female,17,84.04964711738394,5.920785285507148,53.67217215098663,High School,Yes,High,Yes,Public,96,Pass
STU1230,Female,16,93.74600702070032,5.939608914919858,73.6983855857964,High School,Yes,Low,No,Private,96,Pass
STU1104,Female,18,86.47610475336874,3.2459840040938386,70.41595376574874,Bachelor's,Yes,Low,No,Public,83,Pass
STU1263,Male,16,93.28915669841432,2.324358192026456,62.7010015952728,Associate's,Yes,High,Yes,Private,93,Pass
STU1633,Female,17,92.55671906135294,1.734540458050983,75.8090192820455,Associate's,Yes,Medium,No,Private,95,Pass
STU1198,Female,18,95.44763762739174,3.4690962321845227,71.73496422010108,Associate's,Yes,Medium,No,Public,89,Pass
STU1506,Male,16,90.23732643460622,2.3933868938345984,65.5085531582432,High School,Yes,Medium,No,Public,83,Pass
STU1710,Female,17,93.9933074133004,3.252926885386977,93.5728060869283,High School,Yes,Low,No,Public,100,Pass
STU1251,Male,17,97.81360802261062,1.6246317435802764,71.81714344199897,Bachelor's,Yes,High,No,Public,90,Pass
STU1527,Male,16,96.97925773242108,5.296450382276392,91.83299644217072,Master's,Yes,Low,No,Private,100,Pass
STU1304,Female,16,86.55328801506016,5.696609403341793,77.76402056344172,Associate's,No,High,Yes,Public,100,Pass
STU1341,Female,16,94.27172982287354,4.523651303099253,72.8783835379534,Associate's,No,Medium,Yes,Public,93,Pass
STU1987,Female,17,89.62080351432637,8.104030597897037,73.59381040099518,Bachelor's,Yes,Medium,Yes,Private,100,Pass
STU1004,Female,17,78.74154712932965,4.039382309453886,69.75559645350334,Associate's,Yes,Low,No,Public,82,Pass
STU1541,Female,17,81.01875471415802,2.9272037669863167,55.62421591356743,High School,Yes,Low,No,Public,77,Pass
STU1927,Male,16,89.57883714559807,2.7077159333869285,68.40353287766575,High School,Yes,Medium,No,Public,88,Pass
STU1479,Female,17,85.52038877602337,1.0,59.3194866196413,Bachelor's,Yes,High,No,Public,87,Pass
STU1626,Male,17,84.71726369139466,4.140604195659163,63.91294346804351,High School,Yes,Medium,Yes,Public,88,Pass
STU1395,Male,16,85.53553460657645,2.522795146233745,68.55833508799753,Associate's,Yes,Medium,No,Public,85,Pass
STU1508,Female,16,90.942994643209,8.248701199180843,80.45833857834914,Associate's,Yes,Medium,No,Public,100,Pass
STU1093,Female,17,88.49302956516802,4.557575031157068,80.08363638850348,Bachelor's,Yes,Low,No,Private,97,Pass
STU1964,Male,16,92.01456813884266,1.8277449862616384,65.82249960600411,High School,Yes,Low,Yes,Public,85,Pass
STU1571,Female,16,98.0764980267956,7.2824560679918,75.70623178544584,High School,Yes,Low,Yes,Public,100,Pass
STU1948,Female,15,97.9422275108111,7.325631794577547,65.40971076843812,Associate's,Yes,High,No,Public,100,Pass
STU1387,Male,17,91.61646446985468,2.049893560131576,47.24385826199021,Associate's,Yes,Medium,No,Public,80,Pass
STU1686,Female,18,89.69062833776428,2.5828354420747868,53.727425882513934,Bachelor's,Yes,Low,No,Public,91,Pass
STU1138,Female,16,93.86695215298424,1.0,56.90376106480395,Associate's,Yes,Low,Yes,Private,81,Pass
STU1215,Female,17,90.54469041100084,9.728305658299456,73.18631334013224,Bachelor's,No,Medium,No,Private,100,Pass
STU1742,Male,17,95.52193908419194,6.973803456504875,88.34477948312973,High School,No,Medium,No,Public,100,Pass
STU1048,Female,15,97.15571827467336,6.361447634800834,89.50826817950266,Bachelor's,Yes,Low,No,Public,100,Pass
STU1687,Female,18,95.9569468958016,4.293053209137517,75.53271310963449,Associate's,Yes,Low,Yes,Public,96,Pass
STU1856,Male,16,89.26101912315337,5.274501766300051,71.18045823251833,High School,Yes,Medium,No,Private,89,Pass
STU1924,Female,16,96.54809354803405,10.0,75.5908375430213,Associate's,Yes,High,No,Public,100,Pass
STU1795,Male,15,91.44558310796556,4.696248640540416,76.17728177657654,High School,No,High,Yes,Public,100,Pass
STU1379,Female,16,85.13243683783969,8.68375803233881,64.7843944258592,Associate's,Yes,High,No,Public,100,Pass
STU1855,Male,18,85.12301261372981,2.5274269012643638,68.16028164778771,High School,Yes,High,Yes,Public,94,Pass
STU1777,Male,17,99.59946580729934,7.389255359348565,64.43306205220416,Associate's,Yes,Medium,Yes,Private,100,Pass
STU1277,Female,15,83.73865491397633,3.68779301477071,84.44953324210766,High School,Yes,Low,Yes,Public,93,Pass
STU1945,Male,17,94.32380451951389,6.629235094874492,61.75587110054475,High School,No,Medium,No,Public,97,Pass
STU1500,Female,18,85.99484471875363,3.368007238206848,87.46656002462214,High School,Yes,Medium,No,Public,86,Pass
STU1011,Male,15,94.7401710527608,1.5838215296615696,100.0,Associate's,No,High,Yes,Public,95,Pass
STU1543,Male,16,93.97035575813877,3.959552951453581,93.41858878838822,High School,Yes,Low,Yes,Private,100,Pass
STU1420,Female,18,94.44292727397163,1.866687163710856,68.45967177463011,High School,Yes,Medium,No,Public,83,Pass
STU1499,Female,16,92.55671906135294,4.457493592787213,82.05444501201347,Associate's,Yes,High,Yes,Public,96,Pass
STU1975,Male,16,91.03671308867602,10.0,75.74864692093973,High School,Yes,Medium,Yes,Public,100,Pass
STU1704,Male,16,95.5069847762293,5.382874734020721,54.00158832884979,High School,Yes,Medium,No,Private,95,Pass
STU1893,Female,17,93.94004239743424,4.399883201806535,82.63365784192958,High School,Yes,High,Yes,Private,100,Pass
STU1961,Male,15,95.77607721759418,3.888549237666301,75.89012770316396,Associate's,Yes,Medium,No,Public,88,Pass
STU1665,Male,18,91.53299035734408,1.0,89.70879214790814,High School,Yes,High,No,Public,91,Pass
STU1866,Female,18,95.0288183716022,8.757240193624707,79.07403659852697,Bachelor's,No,Medium,No,Private,100,Pass
STU1464,Female,17,81.28180677247255,1.6976350386832355,81.6871326760277,Associate's,Yes,Medium,No,Private,81,Pass
STU1204,Female,16,83.59735925311685,2.436916465561346,86.2375324479639,High School,No,High,No,Public,92,Pass
STU1761,Male,16,90.40505401651752,3.8995969200051777,73.55392383475314,High School,Yes,Medium,No,Private,96,Pass
STU1274,Female,15,92.43005573780223,1.069466792974529,60.78135968743956,High School,No,Medium,Yes,Public,74,Pass
STU1141,Female,17,85.72723861292864,4.227307592908552,85.04944260832998,Associate's,Yes,Low,No,Public,97,Pass
STU1363,Male,17,90.37250806483384,3.461181503314938,89.64518763615045,High School,Yes,Low,Yes,Public,98,Pass
STU1301,Male,15,94.10959798922234,3.0982333856634234,47.93308592496311,Bachelor's,Yes,Medium,Yes,Public,86,Pass
STU1912,Male,18,99.2472387376922,9.07863803364999,77.35215012874245,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1953,Male,16,96.59772790788584,2.1776176375600635,91.85376328703572,High School,Yes,Low,No,Public,86,Pass
STU1328,Female,17,94.25800308148187,4.967271216664474,70.1301473331142,High School,Yes,Low,Yes,Public,90,Pass
STU1966,Male,16,97.73321804307852,4.136247450221813,90.05930626938246,Associate's,Yes,High,No,Public,100,Pass
STU1403,Female,15,98.67478268883896,1.3611266471892092,89.9816078896445,Bachelor's,Yes,Medium,Yes,Private,97,Pass
STU1751,Male,16,92.9530618006988,8.602759625409671,80.54627902203931,Master's,No,Low,No,Public,100,Pass
STU1295,Male,17,86.9879527808789,2.7710560169331218,79.83409841185389,High School,Yes,Medium,No,Public,96,Pass
STU1616,Female,17,86.90931956368536,4.3519245183596045,76.45090548762344,Associate's,Yes,High,Yes,Public,95,Pass
STU1441,Male,18,88.96285705878034,3.705896336613209,72.8312385741105,Associate's,Yes,Low,No,Public,86,Pass
STU1437,Male,16,94.65155410874334,4.344010053865869,45.097243742702055,Bachelor's,Yes,Medium,Yes,Public,97,Pass
STU1973,Female,16,97.4277045989758,7.230690191688559,59.24060388275408,Bachelor's,Yes,Medium,No,Public,98,Pass
STU1520,Male,18,95.78433734436751,2.486320155146654,66.94216156978177,Master's,Yes,Medium,No,Private,92,Pass
STU1832,Male,17,96.27951230140508,2.807864597896471,83.7164840757538,High School,No,Low,Yes,Public,91,Pass
STU1285,Female,16,90.51647205269212,5.951890394662758,74.5871962044704,High School,Yes,High,Yes,Public,100,Pass
STU1100,Male,16,91.98037848205688,3.2084157295911706,77.82859009624796,High School,Yes,Medium,Yes,Public,89,Pass
STU1677,Male,15,88.3552472925292,6.6568278029078,87.56699040223265,High School,Yes,High,Yes,Public,100,Pass
STU1575,Female,15,92.6181952982209,3.311782216738849,79.64749746016787,Master's,Yes,Medium,No,Public,99,Pass
STU1265,Female,15,90.99891703944893,2.446526468464904,60.80564265847688,Associate's,Yes,High,No,Public,85,Pass
STU1240,Male,15,89.93990563135677,2.4758092021650127,92.8759830236454,Associate's,Yes,Low,No,Private,93,Pass
STU1458,Male,17,96.99417916148542,4.101084501619871,71.01947169430106,High School,Yes,Low,No,Private,94,Pass
STU1504,Female,16,86.83822172996018,1.325882334283299,72.31886356085168,High School,Yes,Low,Yes,Public,76,Pass
STU1106,Male,15,91.25918058821505,3.3639267273113784,48.85582278164589,Bachelor's,Yes,Medium,No,Private,86,Pass
STU1897,Male,17,91.1970976975732,5.101095316313823,87.85579443364085,Associate's,Yes,Low,Yes,Private,100,Pass
STU1344,Male,17,92.67429383221511,2.281642621545334,71.49743934041918,Bachelor's,No,Low,Yes,Public,84,Pass
STU1620,Female,17,97.17325958700168,6.106124357309822,73.38998338811477,Associate's,Yes,Low,No,Public,100,Pass
STU1736,Female,18,97.04803991216608,5.981364614436489,78.92631980625274,High School,Yes,Medium,No,Public,100,Pass
STU1077,Female,16,91.17613744798987,3.2819627188697966,48.882540726485416,High School,No,Low,No,Public,76,Pass
STU1907,Female,18,85.02258777663755,3.054439870788794,65.81079186564556,Master's,Yes,Medium,No,Private,96,Pass
STU1639,Male,18,97.08026963530033,1.0,66.98990311781962,High School,Yes,High,No,Private,93,Pass
STU1276,Female,15,94.55521463763148,6.767846227129324,86.28403608731243,Master's,Yes,High,Yes,Public,100,Pass
STU1250,Female,17,91.80637079383376,6.878616490085099,56.58244608081837,Bachelor's,Yes,Medium,No,Public,99,Pass
